CustomerID,SurveyDate,SatisfactionScore,CustomerFeedback,AgeGroup,Gender,Region,RepeatCustomer,Sentiment,YearMonth,CleanFeedback,IssueCategory
CUST04052,2024-06-17 19:00:00,1.0,Delivery was late.,26-35,Female,Europe,1,Negative,2024-06,delivery late,Delivery Issues
CUST04053,2024-06-17 20:00:00,10.0,Customer support was helpful.,36-45,Non-Binary,Europe,1,Neutral,2024-06,customer support helpful,Customer Service
CUST04054,2024-06-17 21:00:00,10.0,Very satisfied!,36-45,Prefer not to say,South America,1,Positive,2024-06,satisfied,Other
CUST04055,2024-06-17 22:00:00,7.0,Had issues with billing.,60+,Male,Africa,1,Neutral,2024-06,issues billing,Other
CUST04056,2024-06-17 23:00:00,,Shipping was fast.,18-25,Female,Europe,1,Positive,2024-06,shipping fast,Delivery Issues
CUST04057,2024-06-18 00:00:00,1.0,Product quality needs improvement.,46-60,Non-Binary,Asia,0,Neutral,2024-06,product quality needs improvement,Product Quality
CUST04058,2024-06-18 01:00:00,5.0,Product did not meet expectations.,36-45,Male,South America,0,Neutral,2024-06,product meet expectations,Other
CUST04059,2024-06-18 02:00:00,9.0,Had issues with billing.,46-60,Male,South America,1,Neutral,2024-06,issues billing,Other
CUST04060,2024-06-18 03:00:00,6.0,Shipping was fast.,36-45,Non-Binary,South America,1,Positive,2024-06,shipping fast,Delivery Issues
CUST04061,2024-06-18 04:00:00,3.0,Website was easy to use.,60+,Female,North America,1,Positive,2024-06,website easy use,Other
CUST04062,2024-06-18 05:00:00,3.0,Website was easy to use.,60+,Female,Africa,0,Positive,2024-06,website easy use,Other
CUST04063,2024-06-18 06:00:00,7.0,Product did not meet expectations.,36-45,Female,Africa,0,Neutral,2024-06,product meet expectations,Other
CUST04064,2024-06-18 07:00:00,6.0,Customer support was helpful.,60+,Male,Europe,0,Neutral,2024-06,customer support helpful,Customer Service
CUST04065,2024-06-18 08:00:00,9.0,Price is too high.,60+,Prefer not to say,Africa,0,Positive,2024-06,price high,Pricing
CUST04066,2024-06-18 09:00:00,6.0,Product did not meet expectations.,36-45,Male,Australia,1,Neutral,2024-06,product meet expectations,Other
CUST04067,2024-06-18 10:00:00,5.0,Great service!,18-25,Female,Asia,0,Positive,2024-06,great service,Other
CUST04068,2024-06-18 11:00:00,10.0,Customer support was helpful.,36-45,Male,Europe,0,Neutral,2024-06,customer support helpful,Customer Service
CUST04069,2024-06-18 12:00:00,,,18-25,Prefer not to say,Africa,1,Neutral,2024-06,,Other
CUST04070,2024-06-18 13:00:00,1.0,Product did not meet expectations.,60+,Male,Asia,1,Neutral,2024-06,product meet expectations,Other
CUST04071,2024-06-18 14:00:00,7.0,Very satisfied!,18-25,Non-Binary,Europe,0,Positive,2024-06,satisfied,Other
CUST04072,2024-06-18 15:00:00,3.0,Website was easy to use.,60+,Female,Australia,1,Positive,2024-06,website easy use,Other
CUST04073,2024-06-18 16:00:00,9.0,Shipping was fast.,18-25,Female,Asia,1,Positive,2024-06,shipping fast,Delivery Issues
CUST04074,2024-06-18 17:00:00,6.0,Product did not meet expectations.,18-25,Female,Australia,1,Neutral,2024-06,product meet expectations,Other
CUST04075,2024-06-18 18:00:00,9.0,Very satisfied!,36-45,Male,Asia,0,Positive,2024-06,satisfied,Other
CUST04076,2024-06-18 19:00:00,5.0,Customer support was helpful.,18-25,Male,North America,0,Neutral,2024-06,customer support helpful,Customer Service
CUST04077,2024-06-18 20:00:00,7.0,Great service!,60+,Male,North America,1,Positive,2024-06,great service,Other
CUST04078,2024-06-18 21:00:00,4.0,Shipping was fast.,36-45,Female,Asia,1,Positive,2024-06,shipping fast,Delivery Issues
CUST04079,2024-06-18 22:00:00,7.0,Product quality needs improvement.,18-25,Male,Asia,0,Neutral,2024-06,product quality needs improvement,Product Quality
CUST04080,2024-06-18 23:00:00,1.0,Great service!,36-45,Female,Australia,0,Positive,2024-06,great service,Other
CUST04081,2024-06-19 00:00:00,7.0,Had issues with billing.,46-60,Male,Africa,1,Neutral,2024-06,issues billing,Other
CUST04082,2024-06-19 01:00:00,8.0,Very satisfied!,36-45,Female,South America,1,Positive,2024-06,satisfied,Other
CUST04083,2024-06-19 02:00:00,5.0,Product did not meet expectations.,46-60,Non-Binary,Asia,0,Neutral,2024-06,product meet expectations,Other
CUST04084,2024-06-19 03:00:00,2.0,Product did not meet expectations.,46-60,Male,Europe,1,Neutral,2024-06,product meet expectations,Other
CUST04085,2024-06-19 04:00:00,5.0,Delivery was late.,36-45,Female,Europe,0,Negative,2024-06,delivery late,Delivery Issues
CUST04086,2024-06-19 05:00:00,6.0,Website was easy to use.,60+,Non-Binary,Europe,1,Positive,2024-06,website easy use,Other
CUST04087,2024-06-19 06:00:00,2.0,Had issues with billing.,60+,Non-Binary,North America,0,Neutral,2024-06,issues billing,Other
CUST04088,2024-06-19 07:00:00,6.0,Very satisfied!,60+,Prefer not to say,Africa,1,Positive,2024-06,satisfied,Other
CUST04089,2024-06-19 08:00:00,,,26-35,Male,Australia,0,Neutral,2024-06,,Other
CUST04090,2024-06-19 09:00:00,1.0,Product quality needs improvement.,46-60,Female,Africa,1,Neutral,2024-06,product quality needs improvement,Product Quality
CUST04091,2024-06-19 10:00:00,1.0,Shipping was fast.,36-45,Prefer not to say,North America,1,Positive,2024-06,shipping fast,Delivery Issues
CUST04092,2024-06-19 11:00:00,10.0,Had issues with billing.,60+,Male,Africa,1,Neutral,2024-06,issues billing,Other
CUST04093,2024-06-19 12:00:00,3.0,Customer support was helpful.,60+,Non-Binary,Africa,1,Neutral,2024-06,customer support helpful,Customer Service
CUST04094,2024-06-19 13:00:00,10.0,Product quality needs improvement.,36-45,Male,Europe,0,Neutral,2024-06,product quality needs improvement,Product Quality
CUST04095,2024-06-19 14:00:00,10.0,Shipping was fast.,46-60,Female,Asia,1,Positive,2024-06,shipping fast,Delivery Issues
CUST04096,2024-06-19 15:00:00,3.0,Price is too high.,36-45,Non-Binary,Europe,0,Positive,2024-06,price high,Pricing
CUST04097,2024-06-19 16:00:00,4.0,Website was easy to use.,26-35,Prefer not to say,Africa,0,Positive,2024-06,website easy use,Other
CUST04098,2024-06-19 17:00:00,2.0,Had issues with billing.,26-35,Male,Asia,1,Neutral,2024-06,issues billing,Other
CUST04099,2024-06-19 18:00:00,9.0,Very satisfied!,36-45,Male,Australia,0,Positive,2024-06,satisfied,Other
CUST04100,2024-06-19 19:00:00,10.0,Great service!,46-60,Prefer not to say,South America,1,Positive,2024-06,great service,Other
CUST04101,2024-06-19 20:00:00,7.0,Shipping was fast.,60+,Male,Asia,0,Positive,2024-06,shipping fast,Delivery Issues
CUST04102,2024-06-19 21:00:00,7.0,Customer support was helpful.,26-35,Male,North America,1,Neutral,2024-06,customer support helpful,Customer Service
CUST04103,2024-06-19 22:00:00,6.0,Product did not meet expectations.,26-35,Male,Europe,1,Neutral,2024-06,product meet expectations,Other
CUST04104,2024-06-19 23:00:00,3.0,Great service!,46-60,Non-Binary,Europe,0,Positive,2024-06,great service,Other
CUST04105,2024-06-20 00:00:00,6.0,Product quality needs improvement.,26-35,Non-Binary,Africa,0,Neutral,2024-06,product quality needs improvement,Product Quality
CUST04106,2024-06-20 01:00:00,8.0,Website was easy to use.,26-35,Female,Africa,1,Positive,2024-06,website easy use,Other
CUST04107,2024-06-20 02:00:00,8.0,Very satisfied!,46-60,Male,Africa,0,Positive,2024-06,satisfied,Other
CUST04108,2024-06-20 03:00:00,9.0,Great service!,36-45,Female,Africa,1,Positive,2024-06,great service,Other
CUST04109,2024-06-20 04:00:00,1.0,Customer support was helpful.,60+,Non-Binary,Europe,1,Neutral,2024-06,customer support helpful,Customer Service
CUST04110,2024-06-20 05:00:00,1.0,Shipping was fast.,60+,Male,Asia,0,Positive,2024-06,shipping fast,Delivery Issues
CUST04111,2024-06-20 06:00:00,3.0,Very satisfied!,26-35,Female,Australia,1,Positive,2024-06,satisfied,Other
CUST04112,2024-06-20 07:00:00,3.0,Price is too high.,60+,Male,Asia,0,Positive,2024-06,price high,Pricing
CUST04113,2024-06-20 08:00:00,10.0,Product did not meet expectations.,36-45,Male,North America,1,Neutral,2024-06,product meet expectations,Other
CUST04114,2024-06-20 09:00:00,8.0,Website was easy to use.,26-35,Prefer not to say,Europe,1,Positive,2024-06,website easy use,Other
CUST04115,2024-06-20 10:00:00,10.0,Great service!,60+,Female,Asia,1,Positive,2024-06,great service,Other
CUST04116,2024-06-20 11:00:00,1.0,Website was easy to use.,18-25,Non-Binary,Europe,0,Positive,2024-06,website easy use,Other
CUST04117,2024-06-20 12:00:00,2.0,Website was easy to use.,18-25,Female,North America,1,Positive,2024-06,website easy use,Other
CUST04118,2024-06-20 13:00:00,2.0,Website was easy to use.,18-25,Female,South America,1,Positive,2024-06,website easy use,Other
CUST04119,2024-06-20 14:00:00,3.0,Shipping was fast.,18-25,Female,South America,0,Positive,2024-06,shipping fast,Delivery Issues
CUST04120,2024-06-20 15:00:00,6.0,Website was easy to use.,18-25,Prefer not to say,South America,1,Positive,2024-06,website easy use,Other
CUST04121,2024-06-20 16:00:00,1.0,Price is too high.,26-35,Male,Europe,0,Positive,2024-06,price high,Pricing
CUST04122,2024-06-20 17:00:00,2.0,Product quality needs improvement.,46-60,Non-Binary,Asia,0,Neutral,2024-06,product quality needs improvement,Product Quality
CUST04123,2024-06-20 18:00:00,1.0,Customer support was helpful.,46-60,Prefer not to say,Europe,0,Neutral,2024-06,customer support helpful,Customer Service
CUST04124,2024-06-20 19:00:00,5.0,Very satisfied!,26-35,Non-Binary,Australia,1,Positive,2024-06,satisfied,Other
CUST04125,2024-06-20 20:00:00,7.0,Price is too high.,26-35,Prefer not to say,Asia,0,Positive,2024-06,price high,Pricing
CUST04126,2024-06-20 21:00:00,8.0,Very satisfied!,36-45,Male,North America,1,Positive,2024-06,satisfied,Other
CUST04127,2024-06-20 22:00:00,10.0,Customer support was helpful.,46-60,Non-Binary,Africa,0,Neutral,2024-06,customer support helpful,Customer Service
CUST04128,2024-06-20 23:00:00,,,18-25,Female,South America,1,Neutral,2024-06,,Other
CUST04129,2024-06-21 00:00:00,7.0,Had issues with billing.,26-35,Prefer not to say,Asia,0,Neutral,2024-06,issues billing,Other
CUST04130,2024-06-21 01:00:00,5.0,Very satisfied!,18-25,Non-Binary,Asia,0,Positive,2024-06,satisfied,Other
CUST04131,2024-06-21 02:00:00,10.0,Very satisfied!,46-60,Male,South America,0,Positive,2024-06,satisfied,Other
CUST04132,2024-06-21 03:00:00,,,60+,Non-Binary,North America,1,Neutral,2024-06,,Other
CUST04133,2024-06-21 04:00:00,3.0,Great service!,60+,Prefer not to say,Europe,0,Positive,2024-06,great service,Other
CUST04134,2024-06-21 05:00:00,7.0,Price is too high.,26-35,Male,Europe,1,Positive,2024-06,price high,Pricing
CUST04135,2024-06-21 06:00:00,,Great service!,36-45,Female,Africa,1,Positive,2024-06,great service,Other
CUST04136,2024-06-21 07:00:00,1.0,Great service!,18-25,Prefer not to say,Asia,1,Positive,2024-06,great service,Other
CUST04137,2024-06-21 08:00:00,7.0,Great service!,26-35,Prefer not to say,South America,1,Positive,2024-06,great service,Other
CUST04138,2024-06-21 09:00:00,5.0,Website was easy to use.,36-45,Male,Australia,1,Positive,2024-06,website easy use,Other
CUST04139,2024-06-21 10:00:00,1.0,Product did not meet expectations.,18-25,Prefer not to say,North America,1,Neutral,2024-06,product meet expectations,Other
CUST04140,2024-06-21 11:00:00,1.0,Very satisfied!,46-60,Non-Binary,Europe,0,Positive,2024-06,satisfied,Other
CUST04141,2024-06-21 12:00:00,1.0,Great service!,60+,Female,North America,0,Positive,2024-06,great service,Other
CUST04142,2024-06-21 13:00:00,9.0,Price is too high.,36-45,Non-Binary,North America,1,Positive,2024-06,price high,Pricing
CUST04143,2024-06-21 14:00:00,,,18-25,Male,Africa,1,Neutral,2024-06,,Other
CUST04144,2024-06-21 15:00:00,5.0,Product did not meet expectations.,26-35,Prefer not to say,North America,0,Neutral,2024-06,product meet expectations,Other
CUST04145,2024-06-21 16:00:00,10.0,Great service!,18-25,Female,South America,0,Positive,2024-06,great service,Other
CUST04146,2024-06-21 17:00:00,9.0,Shipping was fast.,26-35,Male,Africa,1,Positive,2024-06,shipping fast,Delivery Issues
CUST04147,2024-06-21 18:00:00,6.0,Great service!,60+,Non-Binary,South America,0,Positive,2024-06,great service,Other
CUST04148,2024-06-21 19:00:00,9.0,Shipping was fast.,60+,Prefer not to say,Africa,1,Positive,2024-06,shipping fast,Delivery Issues
CUST04149,2024-06-21 20:00:00,8.0,Great service!,18-25,Prefer not to say,South America,0,Positive,2024-06,great service,Other
CUST04150,2024-06-21 21:00:00,8.0,Price is too high.,18-25,Male,Africa,0,Positive,2024-06,price high,Pricing
CUST04151,2024-06-21 22:00:00,1.0,Shipping was fast.,26-35,Non-Binary,Africa,0,Positive,2024-06,shipping fast,Delivery Issues
CUST04152,2024-06-21 23:00:00,9.0,Website was easy to use.,26-35,Prefer not to say,Asia,0,Positive,2024-06,website easy use,Other
CUST04153,2024-06-22 00:00:00,6.0,Product did not meet expectations.,36-45,Non-Binary,South America,0,Neutral,2024-06,product meet expectations,Other
CUST04154,2024-06-22 01:00:00,9.0,Great service!,36-45,Female,Asia,1,Positive,2024-06,great service,Other
CUST04155,2024-06-22 02:00:00,3.0,Product did not meet expectations.,36-45,Prefer not to say,Africa,1,Neutral,2024-06,product meet expectations,Other
CUST04156,2024-06-22 03:00:00,3.0,Great service!,18-25,Female,Europe,0,Positive,2024-06,great service,Other
CUST04157,2024-06-22 04:00:00,6.0,Very satisfied!,36-45,Prefer not to say,Africa,1,Positive,2024-06,satisfied,Other
CUST04158,2024-06-22 05:00:00,9.0,Very satisfied!,18-25,Male,Europe,1,Positive,2024-06,satisfied,Other
CUST04159,2024-06-22 06:00:00,7.0,Delivery was late.,60+,Prefer not to say,Europe,0,Negative,2024-06,delivery late,Delivery Issues
CUST04160,2024-06-22 07:00:00,3.0,Great service!,46-60,Prefer not to say,Europe,1,Positive,2024-06,great service,Other
CUST04161,2024-06-22 08:00:00,3.0,Delivery was late.,60+,Non-Binary,Europe,1,Negative,2024-06,delivery late,Delivery Issues
CUST04162,2024-06-22 09:00:00,2.0,Product quality needs improvement.,18-25,Non-Binary,South America,0,Neutral,2024-06,product quality needs improvement,Product Quality
CUST04163,2024-06-22 10:00:00,9.0,Product quality needs improvement.,18-25,Female,Australia,1,Neutral,2024-06,product quality needs improvement,Product Quality
CUST04164,2024-06-22 11:00:00,3.0,Product did not meet expectations.,46-60,Female,South America,0,Neutral,2024-06,product meet expectations,Other
CUST04165,2024-06-22 12:00:00,5.0,Shipping was fast.,26-35,Female,Australia,0,Positive,2024-06,shipping fast,Delivery Issues
CUST04166,2024-06-22 13:00:00,9.0,Great service!,26-35,Prefer not to say,South America,1,Positive,2024-06,great service,Other
CUST04167,2024-06-22 14:00:00,8.0,Customer support was helpful.,26-35,Prefer not to say,Europe,0,Neutral,2024-06,customer support helpful,Customer Service
CUST04168,2024-06-22 15:00:00,2.0,Great service!,36-45,Female,North America,1,Positive,2024-06,great service,Other
CUST04169,2024-06-22 16:00:00,3.0,Great service!,26-35,Male,Africa,1,Positive,2024-06,great service,Other
CUST04170,2024-06-22 17:00:00,2.0,Customer support was helpful.,36-45,Male,Australia,0,Neutral,2024-06,customer support helpful,Customer Service
CUST04171,2024-06-22 18:00:00,8.0,Product quality needs improvement.,36-45,Prefer not to say,North America,1,Neutral,2024-06,product quality needs improvement,Product Quality
CUST04172,2024-06-22 19:00:00,6.0,Delivery was late.,26-35,Male,Europe,1,Negative,2024-06,delivery late,Delivery Issues
CUST04173,2024-06-22 20:00:00,6.0,Product did not meet expectations.,26-35,Male,Australia,1,Neutral,2024-06,product meet expectations,Other
CUST04174,2024-06-22 21:00:00,9.0,Product quality needs improvement.,46-60,Female,North America,1,Neutral,2024-06,product quality needs improvement,Product Quality
CUST04175,2024-06-22 22:00:00,8.0,Customer support was helpful.,46-60,Male,South America,1,Neutral,2024-06,customer support helpful,Customer Service
CUST04176,2024-06-22 23:00:00,4.0,Great service!,36-45,Male,Europe,1,Positive,2024-06,great service,Other
CUST04177,2024-06-23 00:00:00,4.0,Product quality needs improvement.,46-60,Prefer not to say,South America,1,Neutral,2024-06,product quality needs improvement,Product Quality
CUST04178,2024-06-23 01:00:00,9.0,Price is too high.,36-45,Prefer not to say,South America,0,Positive,2024-06,price high,Pricing
CUST04179,2024-06-23 02:00:00,1.0,Very satisfied!,18-25,Prefer not to say,Europe,1,Positive,2024-06,satisfied,Other
CUST04180,2024-06-23 03:00:00,2.0,Great service!,36-45,Male,Australia,0,Positive,2024-06,great service,Other
CUST04181,2024-06-23 04:00:00,2.0,Had issues with billing.,36-45,Female,Africa,0,Neutral,2024-06,issues billing,Other
CUST04182,2024-06-23 05:00:00,6.0,Customer support was helpful.,46-60,Non-Binary,Asia,1,Neutral,2024-06,customer support helpful,Customer Service
CUST04183,2024-06-23 06:00:00,4.0,Website was easy to use.,18-25,Prefer not to say,Asia,0,Positive,2024-06,website easy use,Other
CUST04184,2024-06-23 07:00:00,,,60+,Prefer not to say,Africa,0,Neutral,2024-06,,Other
CUST04185,2024-06-23 08:00:00,3.0,Website was easy to use.,60+,Prefer not to say,Europe,0,Positive,2024-06,website easy use,Other
CUST04186,2024-06-23 09:00:00,3.0,Product quality needs improvement.,60+,Female,Asia,1,Neutral,2024-06,product quality needs improvement,Product Quality
CUST04187,2024-06-23 10:00:00,3.0,Great service!,18-25,Non-Binary,Africa,0,Positive,2024-06,great service,Other
CUST04188,2024-06-23 11:00:00,6.0,Shipping was fast.,26-35,Non-Binary,North America,0,Positive,2024-06,shipping fast,Delivery Issues
CUST04189,2024-06-23 12:00:00,,,18-25,Prefer not to say,Africa,0,Neutral,2024-06,,Other
CUST04190,2024-06-23 13:00:00,7.0,Product did not meet expectations.,46-60,Male,Australia,0,Neutral,2024-06,product meet expectations,Other
CUST04191,2024-06-23 14:00:00,4.0,Website was easy to use.,36-45,Prefer not to say,Africa,0,Positive,2024-06,website easy use,Other
CUST04192,2024-06-23 15:00:00,4.0,Great service!,36-45,Prefer not to say,South America,0,Positive,2024-06,great service,Other
CUST04193,2024-06-23 16:00:00,10.0,Product did not meet expectations.,46-60,Male,South America,1,Neutral,2024-06,product meet expectations,Other
CUST04194,2024-06-23 17:00:00,2.0,Delivery was late.,46-60,Male,Europe,0,Negative,2024-06,delivery late,Delivery Issues
CUST04195,2024-06-23 18:00:00,,Website was easy to use.,36-45,Prefer not to say,South America,0,Positive,2024-06,website easy use,Other
CUST04196,2024-06-23 19:00:00,9.0,Very satisfied!,26-35,Female,North America,1,Positive,2024-06,satisfied,Other
CUST04197,2024-06-23 20:00:00,2.0,Very satisfied!,26-35,Female,Africa,1,Positive,2024-06,satisfied,Other
CUST04198,2024-06-23 21:00:00,8.0,Product did not meet expectations.,26-35,Male,North America,0,Neutral,2024-06,product meet expectations,Other
CUST04199,2024-06-23 22:00:00,9.0,Delivery was late.,46-60,Prefer not to say,Europe,0,Negative,2024-06,delivery late,Delivery Issues
CUST04200,2024-06-23 23:00:00,4.0,Price is too high.,36-45,Female,South America,1,Positive,2024-06,price high,Pricing
CUST04201,2024-06-24 00:00:00,8.0,Price is too high.,36-45,Prefer not to say,Asia,0,Positive,2024-06,price high,Pricing
CUST04202,2024-06-24 01:00:00,9.0,Very satisfied!,36-45,Prefer not to say,Africa,0,Positive,2024-06,satisfied,Other
CUST04203,2024-06-24 02:00:00,10.0,Had issues with billing.,18-25,Prefer not to say,Asia,1,Neutral,2024-06,issues billing,Other
CUST04204,2024-06-24 03:00:00,10.0,Customer support was helpful.,18-25,Female,Australia,0,Neutral,2024-06,customer support helpful,Customer Service
CUST04205,2024-06-24 04:00:00,5.0,Customer support was helpful.,60+,Non-Binary,Europe,1,Neutral,2024-06,customer support helpful,Customer Service
CUST04206,2024-06-24 05:00:00,7.0,Had issues with billing.,18-25,Prefer not to say,Australia,0,Neutral,2024-06,issues billing,Other
CUST04207,2024-06-24 06:00:00,10.0,Product did not meet expectations.,26-35,Female,Asia,0,Neutral,2024-06,product meet expectations,Other
CUST04208,2024-06-24 07:00:00,4.0,Customer support was helpful.,26-35,Non-Binary,Asia,1,Neutral,2024-06,customer support helpful,Customer Service
CUST04209,2024-06-24 08:00:00,1.0,Customer support was helpful.,26-35,Male,Asia,1,Neutral,2024-06,customer support helpful,Customer Service
CUST04210,2024-06-24 09:00:00,3.0,Website was easy to use.,26-35,Female,Australia,0,Positive,2024-06,website easy use,Other
CUST04211,2024-06-24 10:00:00,5.0,Website was easy to use.,60+,Non-Binary,Europe,0,Positive,2024-06,website easy use,Other
CUST04212,2024-06-24 11:00:00,3.0,Had issues with billing.,26-35,Female,Africa,0,Neutral,2024-06,issues billing,Other
CUST04213,2024-06-24 12:00:00,7.0,Great service!,46-60,Non-Binary,Africa,1,Positive,2024-06,great service,Other
CUST04214,2024-06-24 13:00:00,9.0,Delivery was late.,46-60,Non-Binary,North America,1,Negative,2024-06,delivery late,Delivery Issues
CUST04215,2024-06-24 14:00:00,6.0,Product did not meet expectations.,46-60,Female,North America,1,Neutral,2024-06,product meet expectations,Other
CUST04216,2024-06-24 15:00:00,,,18-25,Male,Asia,1,Neutral,2024-06,,Other
CUST04217,2024-06-24 16:00:00,1.0,Website was easy to use.,36-45,Prefer not to say,Europe,1,Positive,2024-06,website easy use,Other
CUST04218,2024-06-24 17:00:00,7.0,Price is too high.,60+,Non-Binary,Europe,1,Positive,2024-06,price high,Pricing
CUST04219,2024-06-24 18:00:00,3.0,Delivery was late.,46-60,Prefer not to say,South America,0,Negative,2024-06,delivery late,Delivery Issues
CUST04220,2024-06-24 19:00:00,,Price is too high.,46-60,Male,South America,1,Positive,2024-06,price high,Pricing
CUST04221,2024-06-24 20:00:00,10.0,Great service!,26-35,Prefer not to say,Australia,1,Positive,2024-06,great service,Other
CUST04222,2024-06-24 21:00:00,4.0,Delivery was late.,46-60,Prefer not to say,South America,1,Negative,2024-06,delivery late,Delivery Issues
CUST04223,2024-06-24 22:00:00,10.0,Customer support was helpful.,26-35,Female,Africa,1,Neutral,2024-06,customer support helpful,Customer Service
CUST04224,2024-06-24 23:00:00,5.0,Price is too high.,26-35,Female,Africa,0,Positive,2024-06,price high,Pricing
CUST04225,2024-06-25 00:00:00,5.0,Very satisfied!,36-45,Male,Australia,1,Positive,2024-06,satisfied,Other
CUST04226,2024-06-25 01:00:00,6.0,Product did not meet expectations.,18-25,Female,North America,0,Neutral,2024-06,product meet expectations,Other
CUST04227,2024-06-25 02:00:00,10.0,Customer support was helpful.,26-35,Non-Binary,Asia,1,Neutral,2024-06,customer support helpful,Customer Service
CUST04228,2024-06-25 03:00:00,10.0,Delivery was late.,26-35,Male,Europe,0,Negative,2024-06,delivery late,Delivery Issues
CUST04229,2024-06-25 04:00:00,,,36-45,Female,North America,1,Neutral,2024-06,,Other
CUST04230,2024-06-25 05:00:00,8.0,Great service!,26-35,Female,Africa,1,Positive,2024-06,great service,Other
CUST04231,2024-06-25 06:00:00,8.0,Very satisfied!,60+,Male,North America,1,Positive,2024-06,satisfied,Other
CUST04232,2024-06-25 07:00:00,9.0,Website was easy to use.,18-25,Non-Binary,Australia,1,Positive,2024-06,website easy use,Other
CUST04233,2024-06-25 08:00:00,8.0,Had issues with billing.,60+,Male,Asia,0,Neutral,2024-06,issues billing,Other
CUST04234,2024-06-25 09:00:00,2.0,Very satisfied!,46-60,Female,Africa,0,Positive,2024-06,satisfied,Other
CUST04235,2024-06-25 10:00:00,10.0,Shipping was fast.,18-25,Female,Australia,1,Positive,2024-06,shipping fast,Delivery Issues
CUST04236,2024-06-25 11:00:00,1.0,Great service!,46-60,Male,North America,1,Positive,2024-06,great service,Other
CUST04237,2024-06-25 12:00:00,10.0,Customer support was helpful.,26-35,Non-Binary,Europe,0,Neutral,2024-06,customer support helpful,Customer Service
CUST04238,2024-06-25 13:00:00,2.0,Price is too high.,36-45,Non-Binary,South America,0,Positive,2024-06,price high,Pricing
CUST04239,2024-06-25 14:00:00,2.0,Product quality needs improvement.,60+,Prefer not to say,Australia,0,Neutral,2024-06,product quality needs improvement,Product Quality
CUST04240,2024-06-25 15:00:00,3.0,Great service!,46-60,Non-Binary,Africa,1,Positive,2024-06,great service,Other
CUST04241,2024-06-25 16:00:00,10.0,Shipping was fast.,26-35,Male,North America,0,Positive,2024-06,shipping fast,Delivery Issues
CUST04242,2024-06-25 17:00:00,7.0,Website was easy to use.,60+,Non-Binary,South America,1,Positive,2024-06,website easy use,Other
CUST04243,2024-06-25 18:00:00,2.0,Price is too high.,60+,Non-Binary,South America,1,Positive,2024-06,price high,Pricing
CUST04244,2024-06-25 19:00:00,1.0,Product did not meet expectations.,46-60,Prefer not to say,North America,0,Neutral,2024-06,product meet expectations,Other
CUST04245,2024-06-25 20:00:00,6.0,Product quality needs improvement.,26-35,Non-Binary,Asia,1,Neutral,2024-06,product quality needs improvement,Product Quality
CUST04246,2024-06-25 21:00:00,9.0,Very satisfied!,36-45,Prefer not to say,North America,1,Positive,2024-06,satisfied,Other
CUST04247,2024-06-25 22:00:00,3.0,Shipping was fast.,46-60,Prefer not to say,Africa,0,Positive,2024-06,shipping fast,Delivery Issues
CUST04248,2024-06-25 23:00:00,6.0,Very satisfied!,60+,Non-Binary,Europe,1,Positive,2024-06,satisfied,Other
CUST04249,2024-06-26 00:00:00,3.0,Product did not meet expectations.,60+,Female,Africa,0,Neutral,2024-06,product meet expectations,Other
CUST04250,2024-06-26 01:00:00,1.0,Great service!,18-25,Male,South America,0,Positive,2024-06,great service,Other
CUST04251,2024-06-26 02:00:00,5.0,Had issues with billing.,26-35,Male,Europe,0,Neutral,2024-06,issues billing,Other
CUST04252,2024-06-26 03:00:00,10.0,Shipping was fast.,18-25,Non-Binary,Australia,1,Positive,2024-06,shipping fast,Delivery Issues
CUST04253,2024-06-26 04:00:00,4.0,Delivery was late.,36-45,Male,South America,0,Negative,2024-06,delivery late,Delivery Issues
CUST04254,2024-06-26 05:00:00,7.0,Customer support was helpful.,46-60,Male,Asia,0,Neutral,2024-06,customer support helpful,Customer Service
CUST04255,2024-06-26 06:00:00,,Delivery was late.,60+,Prefer not to say,North America,1,Negative,2024-06,delivery late,Delivery Issues
CUST04256,2024-06-26 07:00:00,10.0,Had issues with billing.,26-35,Female,Australia,1,Neutral,2024-06,issues billing,Other
CUST04257,2024-06-26 08:00:00,7.0,Product did not meet expectations.,60+,Male,Africa,0,Neutral,2024-06,product meet expectations,Other
CUST04258,2024-06-26 09:00:00,5.0,Delivery was late.,18-25,Female,Europe,1,Negative,2024-06,delivery late,Delivery Issues
CUST04259,2024-06-26 10:00:00,4.0,Website was easy to use.,18-25,Male,Australia,1,Positive,2024-06,website easy use,Other
CUST04260,2024-06-26 11:00:00,7.0,Shipping was fast.,46-60,Female,Asia,1,Positive,2024-06,shipping fast,Delivery Issues
CUST04261,2024-06-26 12:00:00,7.0,Website was easy to use.,26-35,Female,North America,1,Positive,2024-06,website easy use,Other
CUST04262,2024-06-26 13:00:00,6.0,Product quality needs improvement.,26-35,Male,Australia,1,Neutral,2024-06,product quality needs improvement,Product Quality
CUST04263,2024-06-26 14:00:00,8.0,Had issues with billing.,46-60,Prefer not to say,Africa,0,Neutral,2024-06,issues billing,Other
CUST04264,2024-06-26 15:00:00,4.0,Product quality needs improvement.,18-25,Female,Europe,0,Neutral,2024-06,product quality needs improvement,Product Quality
CUST04265,2024-06-26 16:00:00,10.0,Product quality needs improvement.,18-25,Female,Australia,0,Neutral,2024-06,product quality needs improvement,Product Quality
CUST04266,2024-06-26 17:00:00,5.0,Product quality needs improvement.,18-25,Male,North America,1,Neutral,2024-06,product quality needs improvement,Product Quality
